,assembly,BGC,cblast_score,,
5024,50,scaffold_39,886,,50_scaffold_39
5025,50,scaffold_202,8121,,50_scaffold_202
5026,50,scaffold_259,4136,,50_scaffold_259
5027,50,scaffold_238,2745,,50_scaffold_238
5028,50,scaffold_407,5416,,50_scaffold_407
5029,50,scaffold_178,2559,,50_scaffold_178
5030,50,scaffold_37,12264,,50_scaffold_37
5031,50,scaffold_222,4148,,50_scaffold_222
5032,50,scaffold_391,4211,,50_scaffold_391
5033,50,scaffold_14,4756,,50_scaffold_14
5034,50,scaffold_2,10149,,50_scaffold_2
5035,50,scaffold_82,6979,,50_scaffold_82
5036,50,scaffold_673,1480,,50_scaffold_673
5037,50,scaffold_272,,,50_scaffold_272
5038,50,scaffold_498,346,,50_scaffold_498
5039,50,scaffold_376,7322,,50_scaffold_376
5040,50,scaffold_68,587,,50_scaffold_68
5041,50,scaffold_439,1235,,50_scaffold_439
5042,50,scaffold_303,1255,,50_scaffold_303
5043,50,scaffold_782,4562,,50_scaffold_782
5044,50,scaffold_6,9174,,50_scaffold_6
5045,50,scaffold_671,3744,,50_scaffold_671
5046,50,scaffold_529,6158,,50_scaffold_529
5047,50,scaffold_505,,,50_scaffold_505
5048,50,scaffold_27,1848,,50_scaffold_27
5049,50,scaffold_723,8111,,50_scaffold_723
5050,50,scaffold_71,1727,,50_scaffold_71
5051,27,scaffold_527,4557,,27_scaffold_527
5052,27,scaffold_268,1412,,27_scaffold_268
5053,27,scaffold_284,2971,,27_scaffold_284
5054,27,scaffold_1802,401,,27_scaffold_1802
5055,27,scaffold_292,2135,,27_scaffold_292
5056,27,scaffold_2099,,,27_scaffold_2099
5057,27,scaffold_188,4127,,27_scaffold_188
5058,27,scaffold_97,975,,27_scaffold_97
5059,27,scaffold_250,1913,,27_scaffold_250
5060,27,scaffold_936,,,27_scaffold_936
5061,27,scaffold_1326,,,27_scaffold_1326
5062,27,scaffold_221,4805,,27_scaffold_221
5063,27,scaffold_2453,,,27_scaffold_2453
5064,27,scaffold_103,816,,27_scaffold_103
5065,27,scaffold_143,878,,27_scaffold_143
5066,27,scaffold_1307,5013,,27_scaffold_1307
5067,27,scaffold_1084,,,27_scaffold_1084
5068,27,scaffold_1222,,,27_scaffold_1222
5069,27,scaffold_1137,,,27_scaffold_1137
5070,27,scaffold_847,1830,,27_scaffold_847
5071,27,scaffold_367,2427,,27_scaffold_367
5072,27,scaffold_1752,,,27_scaffold_1752
5073,27,scaffold_371,5924,,27_scaffold_371
5074,27,scaffold_10,1866,,27_scaffold_10
5075,27,scaffold_102,3114,,27_scaffold_102
5076,27,scaffold_90,4252,,27_scaffold_90
5077,27,scaffold_217,5889,,27_scaffold_217
5078,27,scaffold_543,1155,,27_scaffold_543
5079,27,scaffold_1658,,,27_scaffold_1658
5080,27,scaffold_2386,1496,,27_scaffold_2386
5081,27,scaffold_464,1768,,27_scaffold_464
5082,27,scaffold_954,2708,,27_scaffold_954
5083,27,scaffold_89,,,27_scaffold_89
5084,27,scaffold_52,6125,,27_scaffold_52
5085,27,scaffold_140,12374,,27_scaffold_140
5086,27,scaffold_177,3962,,27_scaffold_177
5087,27,scaffold_1681,,,27_scaffold_1681
5088,27,scaffold_405,6596,,27_scaffold_405
5089,27,scaffold_1657,,,27_scaffold_1657
5090,27,scaffold_253,3612,,27_scaffold_253
5091,27,scaffold_1164,680,,27_scaffold_1164
5092,27,scaffold_245,,,27_scaffold_245
5093,27,scaffold_1081,3213,,27_scaffold_1081
5094,27,scaffold_38,1941,,27_scaffold_38
5095,27,scaffold_362,1784,,27_scaffold_362
5096,27,scaffold_420,3427,,27_scaffold_420
5097,27,scaffold_149,2377,,27_scaffold_149
5098,27,scaffold_1034,1377,,27_scaffold_1034
5099,267,scaffold_20,,,267_scaffold_20
5100,267,scaffold_62,,,267_scaffold_62
5101,267,scaffold_8,4933,,267_scaffold_8
5102,267,scaffold_5,,,267_scaffold_5
5103,267,scaffold_64,,,267_scaffold_64
5104,267,scaffold_7,,,267_scaffold_7
5105,267,scaffold_11,916,,267_scaffold_11
5106,267,scaffold_30,,,267_scaffold_30
5107,267,scaffold_68,,,267_scaffold_68
5108,267,scaffold_9,,,267_scaffold_9
5109,267,scaffold_10,2595,,267_scaffold_10
5110,267,scaffold_2,,,267_scaffold_2
5111,289,scaffold_6,1145,,289_scaffold_6
5112,289,scaffold_101,,,289_scaffold_101
5113,86,scaffold_1622,,,86_scaffold_1622
5114,86,scaffold_1053,,,86_scaffold_1053
5115,86,scaffold_389,1482,,86_scaffold_389
5116,86,scaffold_9,3177,,86_scaffold_9
5117,86,scaffold_550,,,86_scaffold_550
5118,86,scaffold_152,5962,,86_scaffold_152
5119,86,scaffold_168,,,86_scaffold_168
5120,86,scaffold_248,1961,,86_scaffold_248
5121,86,scaffold_357,3422,,86_scaffold_357
5122,86,scaffold_1633,,,86_scaffold_1633
5123,86,scaffold_424,,,86_scaffold_424
5124,86,scaffold_1234,1715,,86_scaffold_1234
5125,86,scaffold_387,,,86_scaffold_387
5126,68,scaffold_148,1733,,68_scaffold_148
5127,68,scaffold_23,7006,,68_scaffold_23
5128,68,scaffold_323,,,68_scaffold_323
5129,68,scaffold_169,2811,,68_scaffold_169
5130,68,scaffold_480,,,68_scaffold_480
5131,68,scaffold_525,,,68_scaffold_525
5132,68,scaffold_204,3899,,68_scaffold_204
5133,68,scaffold_475,,,68_scaffold_475
5134,68,scaffold_130,5252,,68_scaffold_130
5135,68,scaffold_8,,,68_scaffold_8
5136,68,scaffold_233,,,68_scaffold_233
5137,68,scaffold_1059,,,68_scaffold_1059
5138,68,scaffold_238,3564,,68_scaffold_238
5139,68,scaffold_1049,642,,68_scaffold_1049
5140,68,scaffold_84,2545,,68_scaffold_84
5141,68,scaffold_1404,,,68_scaffold_1404
5142,68,scaffold_11,,,68_scaffold_11
5143,68,scaffold_1254,,,68_scaffold_1254
5144,68,scaffold_203,4481,,68_scaffold_203
5145,68,scaffold_180,4066,,68_scaffold_180
5146,68,scaffold_220,960,,68_scaffold_220
5147,68,scaffold_407,,,68_scaffold_407
5148,68,scaffold_13,,,68_scaffold_13
5149,68,scaffold_24,,,68_scaffold_24
5150,68,scaffold_369,3662,,68_scaffold_369
5151,68,scaffold_159,4709,,68_scaffold_159
5152,68,scaffold_358,,,68_scaffold_358
5153,68,scaffold_6,6708,,68_scaffold_6
5154,68,scaffold_128,1293,,68_scaffold_128
5155,68,scaffold_83,,,68_scaffold_83
5156,68,scaffold_379,,,68_scaffold_379
5157,68,scaffold_253,,,68_scaffold_253
5158,68,scaffold_36,,,68_scaffold_36
5159,68,scaffold_439,,,68_scaffold_439
5160,15,scaffold_72,895,,15_scaffold_72
5161,15,scaffold_29,4662,,15_scaffold_29
5162,15,scaffold_114,964,,15_scaffold_114
5163,15,scaffold_138,3527,,15_scaffold_138
5164,15,scaffold_85,9821,,15_scaffold_85
5165,15,scaffold_26,2745,,15_scaffold_26
5166,15,scaffold_279,5634,,15_scaffold_279
5167,15,scaffold_644,1569,,15_scaffold_644
5168,15,scaffold_4,6085,,15_scaffold_4
5169,15,scaffold_287,9134,,15_scaffold_287
5170,15,scaffold_22,1768,,15_scaffold_22
5171,15,scaffold_34,361,,15_scaffold_34
5172,15,scaffold_380,3254,,15_scaffold_380
5173,15,scaffold_170,,,15_scaffold_170
5174,15,scaffold_80,,,15_scaffold_80
5175,15,scaffold_54,522,,15_scaffold_54
5176,15,scaffold_338,6502,,15_scaffold_338
5177,15,scaffold_277,876,,15_scaffold_277
5178,15,scaffold_1,741,,15_scaffold_1
5179,15,scaffold_10,5525,,15_scaffold_10
5180,283,scaffold_65,,,283_scaffold_65
5181,283,scaffold_719,,,283_scaffold_719
5182,283,scaffold_856,2602,,283_scaffold_856
5183,283,scaffold_576,,,283_scaffold_576
5184,283,scaffold_40,,,283_scaffold_40
5185,283,scaffold_1228,,,283_scaffold_1228
5186,283,scaffold_430,,,283_scaffold_430
5187,283,scaffold_123,,,283_scaffold_123
5188,283,scaffold_42,6716,,283_scaffold_42
5189,283,scaffold_275,,,283_scaffold_275
5190,283,scaffold_235,,,283_scaffold_235
5191,283,scaffold_36,2887,,283_scaffold_36
5192,283,scaffold_95,,,283_scaffold_95
5193,283,scaffold_143,2304,,283_scaffold_143
5194,283,scaffold_365,4442,,283_scaffold_365
5195,283,scaffold_1006,,,283_scaffold_1006
5196,283,scaffold_319,,,283_scaffold_319
5197,283,scaffold_231,2053,,283_scaffold_231
5198,283,scaffold_29,2725,,283_scaffold_29
5199,283,scaffold_947,,,283_scaffold_947
5200,317,scaffold_1102,1366,,317_scaffold_1102
5201,317,scaffold_483,865,,317_scaffold_483
5202,317,scaffold_264,,,317_scaffold_264
5203,317,scaffold_1828,,,317_scaffold_1828
5204,317,scaffold_1012,1470,,317_scaffold_1012
5205,317,scaffold_457,1325,,317_scaffold_457
5206,317,scaffold_503,780,,317_scaffold_503
5207,317,scaffold_372,2827,,317_scaffold_372
5208,317,scaffold_180,3123,,317_scaffold_180
5209,317,scaffold_1509,,,317_scaffold_1509
5210,317,scaffold_1057,,,317_scaffold_1057
5211,317,scaffold_1124,2056,,317_scaffold_1124
5212,317,scaffold_632,,,317_scaffold_632
5213,317,scaffold_225,,,317_scaffold_225
5214,317,scaffold_720,,,317_scaffold_720
5215,317,scaffold_843,,,317_scaffold_843
5216,317,scaffold_108,3545,,317_scaffold_108
5217,119,c00003_NODE,,,119_c00003_NODE
5218,119,c00025_NODE,,,119_c00025_NODE
5219,119,c00002_NODE,,,119_c00002_NODE
5220,119,c00006_NODE,672,,119_c00006_NODE
5221,119,c00017_NODE,,,119_c00017_NODE
5222,119,c00101_NODE,,,119_c00101_NODE
5223,119,c00014_NODE,,,119_c00014_NODE
5224,119,c00046_NODE,,,119_c00046_NODE
5225,119,c00068_NODE,,,119_c00068_NODE
5226,119,c00031_NODE,,,119_c00031_NODE
5227,180,scaffold_79,,,180_scaffold_79
5228,113,scaffold_1211,1233,,113_scaffold_1211
5229,113,scaffold_137,1216,,113_scaffold_137
5230,113,scaffold_493,,,113_scaffold_493
5231,113,scaffold_121,,,113_scaffold_121
5232,113,scaffold_727,,,113_scaffold_727
5233,113,scaffold_1080,,,113_scaffold_1080
5234,113,scaffold_12,,,113_scaffold_12
5235,113,scaffold_1441,,,113_scaffold_1441
5236,113,scaffold_501,1928,,113_scaffold_501
5237,113,scaffold_534,,,113_scaffold_534
5238,113,scaffold_388,,,113_scaffold_388
5239,113,scaffold_1014,,,113_scaffold_1014
5240,113,scaffold_733,,,113_scaffold_733
5241,113,scaffold_3,1925,,113_scaffold_3
5242,113,scaffold_165,1840,,113_scaffold_165
5243,113,scaffold_1295,,,113_scaffold_1295
5244,113,scaffold_226,,,113_scaffold_226
5245,113,scaffold_56,3593,,113_scaffold_56
5246,113,scaffold_545,,,113_scaffold_545
5247,113,scaffold_63,4872,,113_scaffold_63
5248,113,scaffold_171,1937,,113_scaffold_171
5249,113,scaffold_14,5860,,113_scaffold_14
5250,113,scaffold_113,5260,,113_scaffold_113
5251,113,scaffold_81,511,,113_scaffold_81
5252,113,scaffold_169,,,113_scaffold_169
5253,113,scaffold_18,5613,,113_scaffold_18
5254,113,scaffold_151,778,,113_scaffold_151
5255,113,scaffold_645,,,113_scaffold_645
5256,113,scaffold_22,6242,,113_scaffold_22
5257,113,scaffold_1198,1775,,113_scaffold_1198
5258,113,scaffold_39,,,113_scaffold_39
5259,113,scaffold_126,5294,,113_scaffold_126
5260,113,scaffold_233,,,113_scaffold_233
5261,113,scaffold_74,3165,,113_scaffold_74
5262,113,scaffold_580,,,113_scaffold_580
5263,113,scaffold_53,,,113_scaffold_53
5264,113,scaffold_367,,,113_scaffold_367
5265,113,scaffold_409,,,113_scaffold_409
5266,113,scaffold_492,,,113_scaffold_492
5267,113,scaffold_1375,,,113_scaffold_1375
5268,113,scaffold_787,,,113_scaffold_787
5269,113,scaffold_521,3501,,113_scaffold_521
5270,113,scaffold_537,,,113_scaffold_537
5271,113,scaffold_2,14470,,113_scaffold_2
5272,113,scaffold_697,,,113_scaffold_697
5273,113,scaffold_51,4258,,113_scaffold_51
5274,113,scaffold_467,4202,,113_scaffold_467
5275,113,scaffold_30,9342,,113_scaffold_30
5276,113,scaffold_410,,,113_scaffold_410
5277,113,scaffold_392,4199,,113_scaffold_392
5278,113,scaffold_793,,,113_scaffold_793
5279,132,scaffold_3,,,132_scaffold_3
5280,132,scaffold_471,,,132_scaffold_471
5281,132,scaffold_1058,,,132_scaffold_1058
5282,132,scaffold_96,,,132_scaffold_96
5283,132,scaffold_136,4530,,132_scaffold_136
5284,132,scaffold_367,,,132_scaffold_367
5285,132,scaffold_995,,,132_scaffold_995
5286,132,scaffold_1,,,132_scaffold_1
5287,132,scaffold_830,,,132_scaffold_830
5288,132,scaffold_282,,,132_scaffold_282
5289,132,scaffold_454,,,132_scaffold_454
5290,132,scaffold_836,,,132_scaffold_836
5291,132,scaffold_1047,,,132_scaffold_1047
5292,132,scaffold_5,,,132_scaffold_5
5293,132,scaffold_338,,,132_scaffold_338
5294,132,scaffold_272,,,132_scaffold_272
5295,132,scaffold_1159,,,132_scaffold_1159
5296,132,scaffold_11,,,132_scaffold_11
5297,132,scaffold_1009,,,132_scaffold_1009
5298,132,scaffold_545,,,132_scaffold_545
5299,132,scaffold_48,5657,,132_scaffold_48
5300,132,scaffold_759,,,132_scaffold_759
5301,132,scaffold_1156,,,132_scaffold_1156
5302,132,scaffold_45,,,132_scaffold_45
5303,132,scaffold_768,,,132_scaffold_768
5304,132,scaffold_329,,,132_scaffold_329
5305,132,scaffold_95,,,132_scaffold_95
5306,132,scaffold_218,,,132_scaffold_218
5307,132,scaffold_867,,,132_scaffold_867
5308,132,scaffold_177,,,132_scaffold_177
5309,132,scaffold_576,,,132_scaffold_576
5310,132,scaffold_307,,,132_scaffold_307
5311,290,c00004_NODE,1175,,290_c00004_NODE
5312,304,scaffold_489,,,304_scaffold_489
5313,304,scaffold_561,492,,304_scaffold_561
5314,304,scaffold_254,,,304_scaffold_254
5315,304,scaffold_63,,,304_scaffold_63
5316,304,scaffold_3,,,304_scaffold_3
5317,304,scaffold_172,,,304_scaffold_172
5318,304,scaffold_12,,,304_scaffold_12
5319,304,scaffold_206,628,,304_scaffold_206
5320,304,scaffold_126,1774,,304_scaffold_126
5321,304,scaffold_147,,,304_scaffold_147
5322,304,scaffold_46,,,304_scaffold_46
5323,304,scaffold_184,4769,,304_scaffold_184
5324,304,scaffold_778,,,304_scaffold_778
5325,304,scaffold_245,,,304_scaffold_245
5326,304,scaffold_591,,,304_scaffold_591
5327,304,scaffold_483,,,304_scaffold_483
5328,304,scaffold_81,,,304_scaffold_81
5329,304,scaffold_472,,,304_scaffold_472
5330,304,scaffold_257,,,304_scaffold_257
5331,304,scaffold_364,,,304_scaffold_364
5332,209,scaffold_108,,,209_scaffold_108
5333,209,scaffold_55,,,209_scaffold_55
5334,209,scaffold_113,,,209_scaffold_113
5335,209,scaffold_496,,,209_scaffold_496
5336,209,scaffold_399,,,209_scaffold_399
5337,209,scaffold_17,,,209_scaffold_17
5338,209,scaffold_454,,,209_scaffold_454
5339,209,scaffold_340,,,209_scaffold_340
5340,209,scaffold_664,,,209_scaffold_664
5341,209,scaffold_425,,,209_scaffold_425
5342,209,scaffold_214,,,209_scaffold_214
5343,209,scaffold_306,,,209_scaffold_306
5344,209,scaffold_143,,,209_scaffold_143
5345,209,scaffold_582,,,209_scaffold_582
5346,209,scaffold_27,,,209_scaffold_27
5347,209,scaffold_576,,,209_scaffold_576
5348,209,scaffold_536,,,209_scaffold_536
5349,209,scaffold_123,,,209_scaffold_123
5350,209,scaffold_135,,,209_scaffold_135
5351,209,scaffold_84,,,209_scaffold_84
5352,209,scaffold_49,4244,,209_scaffold_49
5353,209,scaffold_189,,,209_scaffold_189
5354,209,scaffold_99,,,209_scaffold_99
5355,71,scaffold_1699,,,71_scaffold_1699
5356,71,scaffold_624,3387,,71_scaffold_624
5357,71,scaffold_166,4150,,71_scaffold_166
5358,71,scaffold_25,2212,,71_scaffold_25
5359,71,scaffold_414,2871,,71_scaffold_414
5360,71,scaffold_463,2531,,71_scaffold_463
5361,71,scaffold_736,,,71_scaffold_736
5362,71,scaffold_111,2720,,71_scaffold_111
5363,71,scaffold_1806,,,71_scaffold_1806
5364,71,scaffold_107,8415,,71_scaffold_107
5365,71,scaffold_653,3279,,71_scaffold_653
5366,71,scaffold_1009,1982,,71_scaffold_1009
5367,71,scaffold_506,,,71_scaffold_506
5368,71,scaffold_1868,,,71_scaffold_1868
5369,71,scaffold_399,4829,,71_scaffold_399
5370,71,scaffold_148,5247,,71_scaffold_148
5371,71,scaffold_687,,,71_scaffold_687
5372,71,scaffold_335,5091,,71_scaffold_335
5373,71,scaffold_250,,,71_scaffold_250
5374,71,scaffold_105,7197,,71_scaffold_105
5375,71,scaffold_951,,,71_scaffold_951
5376,71,scaffold_611,,,71_scaffold_611
5377,71,scaffold_1838,1264,,71_scaffold_1838
5378,71,scaffold_745,,,71_scaffold_745
5379,71,scaffold_1077,1867,,71_scaffold_1077
5380,71,scaffold_676,2955,,71_scaffold_676
5381,71,scaffold_1165,,,71_scaffold_1165
5382,71,scaffold_732,,,71_scaffold_732
5383,71,scaffold_23,9029,,71_scaffold_23
5384,71,scaffold_787,3438,,71_scaffold_787
5385,71,scaffold_75,2959,,71_scaffold_75
5386,71,scaffold_918,,,71_scaffold_918
5387,71,scaffold_157,,,71_scaffold_157
5388,71,scaffold_2,1970,,71_scaffold_2
5389,71,scaffold_369,1392,,71_scaffold_369
5390,71,scaffold_1,16023,,71_scaffold_1
5391,71,scaffold_555,4859,,71_scaffold_555
5392,71,scaffold_661,3061,,71_scaffold_661
5393,71,scaffold_1335,,,71_scaffold_1335
5394,71,scaffold_305,,,71_scaffold_305
5395,71,scaffold_871,,,71_scaffold_871
5396,71,scaffold_3,17185,,71_scaffold_3
5397,71,scaffold_140,4990,,71_scaffold_140
5398,71,scaffold_18,4421,,71_scaffold_18
5399,71,scaffold_1111,,,71_scaffold_1111
5400,71,scaffold_821,,,71_scaffold_821
5401,71,scaffold_434,4415,,71_scaffold_434
5402,71,scaffold_422,2787,,71_scaffold_422
5403,71,scaffold_984,2846,,71_scaffold_984
5404,71,scaffold_53,6379,,71_scaffold_53
5405,71,scaffold_837,,,71_scaffold_837
5406,71,scaffold_479,2454,,71_scaffold_479
5407,71,scaffold_269,,,71_scaffold_269
5408,71,scaffold_415,,,71_scaffold_415
5409,71,scaffold_505,335,,71_scaffold_505
5410,71,scaffold_1676,,,71_scaffold_1676
5411,71,scaffold_1007,,,71_scaffold_1007
5412,71,scaffold_1200,850,,71_scaffold_1200
5413,95,scaffold_339,,,95_scaffold_339
5414,95,scaffold_723,,,95_scaffold_723
5415,95,scaffold_585,,,95_scaffold_585
5416,95,scaffold_20,1410,,95_scaffold_20
5417,95,scaffold_374,,,95_scaffold_374
5418,95,scaffold_457,,,95_scaffold_457
5419,95,scaffold_17,,,95_scaffold_17
5420,95,scaffold_41,,,95_scaffold_41
5421,95,scaffold_173,,,95_scaffold_173
5422,95,scaffold_81,,,95_scaffold_81
5423,95,scaffold_168,,,95_scaffold_168
5424,95,scaffold_401,,,95_scaffold_401
5425,95,scaffold_79,1424,,95_scaffold_79
5426,95,scaffold_15,,,95_scaffold_15
5427,95,scaffold_127,,,95_scaffold_127
5428,95,scaffold_403,,,95_scaffold_403
5429,95,scaffold_98,,,95_scaffold_98
5430,95,scaffold_1,4277,,95_scaffold_1
5431,95,scaffold_131,,,95_scaffold_131
5432,95,scaffold_619,733,,95_scaffold_619
5433,95,scaffold_602,,,95_scaffold_602
5434,95,scaffold_100,,,95_scaffold_100
5435,95,scaffold_694,,,95_scaffold_694
5436,95,scaffold_351,,,95_scaffold_351
5437,95,scaffold_93,,,95_scaffold_93
5438,95,scaffold_281,,,95_scaffold_281
5439,95,scaffold_241,,,95_scaffold_241
5440,95,scaffold_30,,,95_scaffold_30
5441,95,scaffold_102,,,95_scaffold_102
5442,95,scaffold_5,,,95_scaffold_5
5443,95,scaffold_348,,,95_scaffold_348
5444,95,scaffold_8,,,95_scaffold_8
5445,95,scaffold_123,,,95_scaffold_123
5446,95,scaffold_11,2482,,95_scaffold_11
5447,95,scaffold_52,,,95_scaffold_52
5448,95,scaffold_120,,,95_scaffold_120
5449,95,scaffold_639,,,95_scaffold_639
5450,95,scaffold_537,,,95_scaffold_537
5451,95,scaffold_44,,,95_scaffold_44
5452,95,scaffold_73,2633,,95_scaffold_73
5453,95,scaffold_28,,,95_scaffold_28
5454,95,scaffold_65,,,95_scaffold_65
5455,95,scaffold_90,2875,,95_scaffold_90
5456,95,scaffold_122,,,95_scaffold_122
5457,95,scaffold_46,,,95_scaffold_46
5458,95,scaffold_86,,,95_scaffold_86
5459,95,scaffold_697,,,95_scaffold_697
5460,95,scaffold_71,,,95_scaffold_71
5461,95,scaffold_115,1835,,95_scaffold_115
5462,95,scaffold_200,1951,,95_scaffold_200
5463,95,scaffold_195,,,95_scaffold_195
5464,95,scaffold_354,,,95_scaffold_354
5465,95,scaffold_113,,,95_scaffold_113
5466,95,scaffold_647,,,95_scaffold_647
5467,95,scaffold_82,,,95_scaffold_82
5468,95,scaffold_59,,,95_scaffold_59
5469,95,scaffold_228,,,95_scaffold_228
5470,379,scaffold_196,,,379_scaffold_196
5471,379,scaffold_618,,,379_scaffold_618
5472,203,scaffold_594,5543,,203_scaffold_594
5473,203,scaffold_198,6055,,203_scaffold_198
5474,203,scaffold_143,737,,203_scaffold_143
5475,203,scaffold_1,4274,,203_scaffold_1
5476,203,scaffold_643,1236,,203_scaffold_643
5477,203,scaffold_521,7823,,203_scaffold_521
5478,203,scaffold_974,,,203_scaffold_974
5479,203,scaffold_993,1839,,203_scaffold_993
5480,203,scaffold_423,,,203_scaffold_423
5481,203,scaffold_7,4517,,203_scaffold_7
5482,203,scaffold_69,865,,203_scaffold_69
5483,203,scaffold_85,2387,,203_scaffold_85
5484,203,scaffold_1469,1044,,203_scaffold_1469
5485,203,scaffold_128,3309,,203_scaffold_128
5486,203,scaffold_12,1529,,203_scaffold_12
5487,203,scaffold_702,2321,,203_scaffold_702
5488,203,scaffold_1252,,,203_scaffold_1252
5489,203,scaffold_123,2324,,203_scaffold_123
5490,203,scaffold_1435,,,203_scaffold_1435
5491,203,scaffold_178,2720,,203_scaffold_178
5492,203,scaffold_14,2966,,203_scaffold_14
5493,203,scaffold_1206,,,203_scaffold_1206
5494,203,scaffold_938,,,203_scaffold_938
5495,177,scaffold_17,,,177_scaffold_17
5496,177,scaffold_20,,,177_scaffold_20
5497,177,scaffold_7,1499,,177_scaffold_7
5498,177,scaffold_26,,,177_scaffold_26
5499,177,scaffold_45,742,,177_scaffold_45
5500,177,scaffold_6,,,177_scaffold_6
5501,177,scaffold_2,6130,,177_scaffold_2
