Assembly,estimated_coverage,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,GC (%),N50,N75,L50,L75,# total reads,# left,# right,Mapped (%),Properly paired (%),Avg. coverage depth,Coverage >= 1x (%),# N's per 100 kbp,genes,mRNA,tRNA,ncRNA,rRNA,avg_gene_length,BGC_count,kc_proportion,BGC_types,total_BGC_length,BGC_mean_length,BGC_median_length,contig_edge_proportion,average_min_cosine_score,GCC min > 0.4,novelty score,Query,Accession,Identity,Bitscore,E-value,Subject Name,BUSCO - C,BUSCO - S,BUSCO - D,BUSCO - F,BUSCO - M,isolate_class,isolate_order,isolate_family,isolate_genus,Host_ID,Host_location,Host_Class,Host_Order,Host_Family,Host_Genus,Host_Species,Photobiont,Growth_form,Macroclimate
324,18.07,23348,13421,1911,274,2,1,45817665,40438663,14399715,3495221,83001,55890,18527,55890,44158183,53.81,3446,1861,3773,8144,4956915,2477186,2477186,96.85,96.43,14,99.99,1,16313,16221,92,0,0,1200.4,39,0.13,"T3PKS, NRPS-like, terpene, T1PKS, NRPS",345067,8847.87,7518,1,0.03093122,0.03093122,1.440373016,NODE_12706_length_1088_cov_61.852237|F|ITS2,NR_152887,100,300,3.84E-82,Ilyonectria capensis CBS 132815 ITS region; from TYPE material,1053 (80.26%),1048 (79.88%),5 (0.38%),208 (15.85%),51 (3.89%),Sordariomycetes,Hypocreales,Nectriaceae,Ilyonectria,336,Mangarakau Patarau River Walk,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,dissimilis,Cyano,Foliose,"Mild, humid"
325,11,30730,13287,388,7,0,0,37001401,27138521,2438323,91307,0,0,22843,23304,34030714,52.86,1823,1117,5769,11759,3031724,1514319,1514319,92.65,91.9,10,99.99,1.15,0,0,0,0,0,0,4,0,"T1PKS, NRPS, NRPS-like",24635,6158.75,6464,1,0.060323799,0.060323799,0.637806992,NODE_6114_length_1768_cov_60.227910|F,NR_165517,99.17,433,1.11E-121,Fusarium metavorans CBS 135789 ITS region; from TYPE material,763 (58.2%),761 (58.0%),2 (0.2%),431 (32.9%),118 (8.9%),Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,336,Mangarakau Patarau River Walk,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,dissimilis,Cyano,Foliose,"Mild, humid"
326,11.73,60364,14890,163,2,0,0,50299716,26216472,999605,21884,0,0,36347,11128,41293377,52.6,1266,818,9930,20152,3193163,1594769,1594769,84.19,82.78,8,99.99,3.95,0,0,0,0,0,0,4,0.5,"T1PKS, NRPS",26921,6730.25,6889,1,0.008454717,0.008454717,0.270874849,NODE_8912_length_1342_cov_47.018930|F,NR_165994,99.593,896,0.00E+00,Penicillium bialowiezense CBS 227.28 ITS region; from TYPE material,,,,,,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,336,Mangarakau Patarau River Walk,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,dissimilis,Cyano,Foliose,"Mild, humid"
327,20.45,10312,6789,2646,795,19,0,36833740,35151632,24233407,11230721,563750,0,8176,42217,36149695,52.62,7078,4056,1612,3285,0,0,0,0,0,0,0,2.57,10368,10091,277,0,0,1454.57,17,0.18,"indole, T3PKS, NRPS-like, terpene, T1PKS, NRPS",219443,12908.41,12017,1,0.015849186,0.015849186,1.704273095,NODE_5533_length_1774_cov_118.739526|F,NR_159858,99.693,597,1.50E-170,Gelasinospora brevispora CBS 547.94 ITS region; from TYPE material,1181 (90.02%),1179 (89.86%),2 (0.15%),102 (7.77%),29 (2.21%),Sordariomycetes,Sordariales,Sordariaceae,Gelasinospora,336,Mangarakau Patarau River Walk,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,dissimilis,Cyano,Foliose,"Mild, humid"
328,29.14,1929,1599,1148,858,402,105,28585776,28414496,27226863,25128277,17680622,7537269,1749,219587,28522524,56.43,31235,17052,280,581,0,0,0,0,0,0,0,0.46,9225,9113,112,0,0,1540.36,42,0.33,"indole, NRPS-like, terpene, T1PKS, betalactone, NRPS",1190573,28346.98,28058.5,0.93,0.068117928,0.068117928,2.118559802,NODE_1813_length_379_cov_3.460317|F|ITS1,NR_155019,96.732,254,2.95E-68,Tolypocladium ovalisporum CBS 700.92 ITS region; from TYPE material,1215 (92.61%),1211 (92.3%),4 (0.3%),68 (5.18%),29 (2.21%),Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Tolypocladium,336,Mangarakau Patarau River Walk,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,dissimilis,Cyano,Foliose,"Mild, humid"
329,8.52,60877,5392,14,0,0,0,30834462,7710749,83089,0,0,0,21974,7638,19145431,54.65,885,665,7376,13650,2366723,1179558,1179558,70.8,69.44,9,99.97,8.51,7693,7647,46,0,0,610.81,0,0,,0,0,0,0,0,0,0,NODE_38944_length_314_cov_168.563707|F|ITS1,NR_161031,85.124,233,6.19E-62,Psathyrella umbrosa MICH 12102 ITS region; from TYPE material,90 (6.86%),90 (6.86%),0 (0.0%),273 (20.81%),949 (72.33%),Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,380,Wharariki Beach,Lecanoromycetes,Trichotheliales,Trichotheliaceae,Porina,exocha,Green,Crustose,"Mild, humid"
330,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,380,Wharariki Beach,Lecanoromycetes,Trichotheliales,Trichotheliaceae,Porina,exocha,Green,Crustose,"Mild, humid"
331,23.85,5792,4577,2217,911,63,1,30526650,29848678,23464850,14086493,1934854,58837,5221,58837,30315280,54.44,9429,5445,1022,2078,0,0,0,0,0,0,0,0.69,9552,9383,169,0,0,1515.99,36,0.19,"NRPS-like, other, terpene, T1PKS, NRPS",589919,16386.64,11464,1,0.05671094,0.05671094,1.96948829,NODE_3898_length_1806_cov_95.695057|F,NR_111833,100,442,2.10E-124,Trichoderma effusum ATCC MYA-4837 ITS region; from TYPE material,1194 (91.01%),1190 (90.7%),4 (0.3%),87 (6.63%),31 (2.36%),Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,380,Wharariki Beach,Lecanoromycetes,Trichotheliales,Trichotheliaceae,Porina,exocha,Green,Crustose,"Mild, humid"
332,99.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,380,Wharariki Beach,Lecanoromycetes,Trichotheliales,Trichotheliaceae,Porina,exocha,Green,Crustose,"Mild, humid"
333,20.39,20419,10973,859,36,0,0,33012080,27758637,5669891,429524,0,0,15935,18275,31334859,51.14,2653,1531,3670,7574,5634410,2815072,2815072,95.67,95.45,19,100,0.26,10780,10666,114,0,0,1240.96,19,0.11,"T1PKS, NRPS-like, NRPS",137497,7236.68,6383,1,0.026942198,0.026942198,1.31257043,NODE_19260_length_318_cov_130.308901|F|ITS2,NR_138447,100,320,3.18E-88,Trichoderma virilente DAOM 234234 ITS region; from reference material,982 (74.85%),975 (74.31%),7 (0.53%),225 (17.15%),105 (8.0%),Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,386,Knight's bush,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,ramulosum,Tripartite,Fruticose,"Cold, sub-humid"
334,19.76,15765,9925,1517,148,0,0,33947315,30626035,10839578,1789040,0,0,13124,20506,32951693,50.8,3561,2033,2855,5912,5458830,2727504,2727504,97.83,97.58,20,99.99,0.76,11659,11524,135,0,0,1379.85,28,0.11,"T1PKS, terpene, NRPS-like, NRPS",249442,8908.64,8107.5,1,0.02684135,0.02684135,1.511541212,NODE_15200_length_312_cov_145.643243|F|ITS2,NR_138447,100,320,3.18E-88,Trichoderma virilente DAOM 234234 ITS region; from reference material,1137 (86.66%),1130 (86.13%),7 (0.53%),140 (10.67%),35 (2.67%),Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,386,Knight's bush,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,ramulosum,Tripartite,Fruticose,"Cold, sub-humid"
335,32.05,13164,8922,1938,292,1,0,34522134,32128546,14900124,3697535,26536,0,11207,26536,33784454,50.61,4466,2516,2360,4879,8851002,4423331,4423331,98.91,98.77,34,99.99,0.38,11582,11440,142,0,0,1436.56,36,0.08,"T1PKS, NRPS-like, NRPS",421600,11711.11,10203,0.97,0.041631137,0.041631137,1.728545268,NODE_4864_length_2523_cov_122.495826|F,NR_166015,98.328,1155,0.00E+00,Trichoderma caribbaeum var. caribbaeum CBS 119093 ITS region; from TYPE material,1200 (91.46%),1194 (91.01%),6 (0.46%),92 (7.01%),20 (1.52%),Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,386,Knight's bush,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,ramulosum,Tripartite,Fruticose,"Cold, sub-humid"
336,7.13,41595,7105,9,0,0,0,26693189,10820351,49497,0,0,0,19460,6288,19500260,52.7,1077,751,6073,11507,1967964,983488,983488,76.92,76.5,9,99.99,3.79,8725,8706,19,0,0,766.2,0,0,,0,0,0,0,0,0,0,NODE_15932_length_593_cov_140.527881|F,NR_138441,100,466,1.15E-131,Trichoderma viride CBS 119325 ITS region; from TYPE material,303 (23.09%),303 (23.09%),0 (0.0%),504 (38.41%),505 (38.49%),Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,386,Knight's bush,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,ramulosum,Tripartite,Fruticose,"Cold, sub-humid"
337,44.16,2847,2204,1532,1133,419,106,34503495,34206124,32412441,29466849,17872094,7063227,2426,177762,34363685,52.59,26354,14755,393,830,0,0,0,0,0,0,0,2.79,12547,12462,85,0,0,1500.97,42,0.17,"T3PKS, NRPS-like, terpene, T1PKS, betalactone, NRPS",1078184,25671.05,23448,0.95,0.076849787,0.076849787,2.572087736,,,,,,,1253 (95.5%),1249 (95.2%),4 (0.3%),40 (3.05%),19 (1.45%),unidentified,unidentified,unidentified,unidentified,386,Knight's bush,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,ramulosum,Tripartite,Fruticose,"Cold, sub-humid"
338,7.44,76941,2847,2,1,0,0,29694757,3865624,15098,10097,0,0,17034,10097,13375183,52.92,776,612,6084,10966,2071131,1025242,1025242,60.21,57.04,10,99.97,14.43,,,,,,,0,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,unidentified,392,Whareka-Te Kau walk,Lecanoromycetes,Peltigerales,Lobariaceae,Sticta,latifrons,Tripartite,Foliose,"Mild, humid"
339,0.46,6003,4,0,0,0,0,1534862,6773,0,0,0,0,22,2201,17594,50.18,683,595,7,14,104378,52187,52187,2.19,2.17,13,100,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_97_length_417_cov_7.135359|F|ITS1,NR_159858,95.187,294,2.08E-80,Gelasinospora brevispora CBS 547.94 ITS region; from TYPE material,,,,,,Sordariomycetes,Sordariales,Sordariaceae,Gelasinospora,392,Whareka-Te Kau walk,Lecanoromycetes,Peltigerales,Lobariaceae,Sticta,latifrons,Tripartite,Foliose,"Mild, humid"
340,8.19,81834,2309,2,0,0,0,30743968,3043532,10444,0,0,0,16890,5336,12763408,52.38,742,600,6234,11051,2282549,1131093,1131093,56.1,53.4,10,99.98,9.72,1559,1547,12,0,0,535.06,0,0,,0,0,0,0,0,0,0,NODE_11428_length_591_cov_90.007463|F,NR_120217,90,329,1.97E-90,Plectania zugazae MA Fungi 53068 ITS region; from TYPE material,44 (3.35%),44 (3.35%),0 (0.0%),83 (6.33%),1185 (90.32%),Pezizomycetes,Pezizales,Sarcosomataceae,Plectania,392,Whareka-Te Kau walk,Lecanoromycetes,Peltigerales,Lobariaceae,Sticta,latifrons,Tripartite,Foliose,"Mild, humid"
341,2.43,26953,6,0,0,0,0,7914733,9181,0,0,0,0,981,2546,589389,50.51,580,535,431,696,658275,329104,329104,4.42,4.36,5,99.98,20.36,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_12483_length_271_cov_11.115741|F|ITS1,NR_153201,90.533,219,1.21E-57,Xylaria brunneovinosa HAST 720 ITS region; from TYPE material,1 (0.1%),1 (0.1%),0,26 (2.0%),1285 (97.9%),Sordariomycetes,Xylariales,Xylariaceae,Xylaria,392,Whareka-Te Kau walk,Lecanoromycetes,Peltigerales,Lobariaceae,Sticta,latifrons,Tripartite,Foliose,"Mild, humid"
342,8.25,50194,9195,1,0,0,0,32788738,14085187,5350,0,0,0,23935,5350,24430300,51.38,1118,765,7427,14054,2261041,1129604,1129604,78.73,77.96,9,99.99,5.53,10045,10007,38,0,0,827.51,0,0,,0,0,0,0,0,0,0,NODE_31629_length_372_cov_67.410095|F,NR_153510,91.143,468,2.46E-132,Anthostomelloides leucospermi ITS region; from TYPE material,391 (29.8%),391 (29.8%),0 (0.0%),486 (37.04%),435 (33.16%),Sordariomycetes,Xylariales,Xylariales incertae sedis,Anthostomelloides,392,Whareka-Te Kau walk,Lecanoromycetes,Peltigerales,Lobariaceae,Sticta,latifrons,Tripartite,Foliose,"Mild, humid"
343,7.42,49506,6364,1,0,0,0,28186652,9052975,5168,0,0,0,20493,5168,18881850,52.53,969,702,6759,12498,2052817,1025995,1025995,69.45,69,9,99.99,2.97,8126,8111,15,0,0,695.31,0,0,,0,0,0,0,0,0,0,NODE_5451_length_1067_cov_79.568182|F|ITS2,NR_153514,89.542,189,8.24E-49,Amphirosellinia fushanensis HAST 91111209 ITS region; from TYPE material,249 (18.98%),249 (18.98%),0 (0.0%),365 (27.82%),698 (53.2%),Sordariomycetes,Xylariales,Xylariaceae,Amphirosellinia,392,Whareka-Te Kau walk,Lecanoromycetes,Peltigerales,Lobariaceae,Sticta,latifrons,Tripartite,Foliose,"Mild, humid"
344,6.8,88882,2103,5,0,0,0,33861300,2731523,32617,0,0,0,19011,8561,13894041,49.94,712,589,7200,12590,1913612,947858,947858,54.15,51.01,8,99.98,9,2067,2043,24,0,0,511.04,0,,,,,,,,,,,,,,,,32 (2.44%),32 (2.44%),0 (0.0%),93 (7.09%),1187 (90.47%),unidentified,unidentified,unidentified,unidentified,392,Whareka-Te Kau walk,Lecanoromycetes,Peltigerales,Lobariaceae,Sticta,latifrons,Tripartite,Foliose,"Mild, humid"
345,22.61,6160,4845,2267,1001,101,1,33188294,32491026,25505852,16418192,3117688,57365,5494,57365,32967710,55.64,9940,5430,1008,2118,0,0,0,0,0,0,0,1.58,11613,11417,196,0,0,1406.3,29,0.07,"T3PKS, NRPS-like, terpene, T1PKS, NRPS",363309,12527.9,9835,1,0.068781207,0.068781207,2.257203511,NODE_4783_length_1067_cov_112.135106|F|ITS2,NR_111519,99.351,279,4.72E-76,Coniochaeta mutabilis CBS 157.44 ITS region; from TYPE material,1154 (87.96%),1151 (87.73%),3 (0.23%),106 (8.08%),52 (3.96%),Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,392,Whareka-Te Kau walk,Lecanoromycetes,Peltigerales,Lobariaceae,Sticta,latifrons,Tripartite,Foliose,"Mild, humid"
346,5.93,50551,4475,1,0,0,0,25701660,6091994,5102,0,0,0,17976,5102,15373777,53.13,879,659,6179,11246,1639391,819386,819386,62.44,62.01,8,99.99,4.36,5966,5951,15,0,0,644.31,0,0,,0,0,0,0,0,0,0,NODE_36832_length_281_cov_55.690265|F|ITS2,NR_153514,89.542,189,8.24E-49,Amphirosellinia fushanensis HAST 91111209 ITS region; from TYPE material,179 (13.64%),179 (13.64%),0 (0.0%),314 (23.93%),819 (62.42%),Sordariomycetes,Xylariales,Xylariaceae,Amphirosellinia,392,Whareka-Te Kau walk,Lecanoromycetes,Peltigerales,Lobariaceae,Sticta,latifrons,Tripartite,Foliose,"Mild, humid"
347,7.98,82846,3213,3,0,0,0,32243532,4325097,17621,0,0,0,18816,6095,14789911,52.59,778,612,6724,12112,2237331,1106398,1106398,61.2,58.03,10,99.97,15.08,2507,2495,12,0,0,576.91,0,,,,,,,,,,,,,,,,65 (4.95%),65 (4.95%),0 (0.0%),115 (8.77%),1132 (86.28%),unidentified,unidentified,unidentified,unidentified,392,Whareka-Te Kau walk,Lecanoromycetes,Peltigerales,Lobariaceae,Sticta,latifrons,Tripartite,Foliose,"Mild, humid"
348,2.17,22696,94,6,0,0,0,6245888,204386,36047,0,0,0,756,7152,609107,53.62,699,559,220,467,596375,296565,296565,27.77,26.44,25,99.9,65.67,,,,,,,0,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,unidentified,392,Whareka-Te Kau walk,Lecanoromycetes,Peltigerales,Lobariaceae,Sticta,latifrons,Tripartite,Foliose,"Mild, humid"
349,0.59,5911,2,0,0,0,0,1511266,2431,0,0,0,0,40,1305,26092,50.25,635,563,17,28,109100,54549,54549,1.39,1.32,7,99.9,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_603_length_304_cov_5.204819|F|ITS2,NR_163689,100,305,8.43E-84,Penicillium cosmopolitanum CBS 126995 ITS region; from TYPE material,,,,,,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,403,"Nichols Creek, Dunedin",Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,multifida,Tripartite,Foliose,"Cool, semi-arid"
350,13.19,11117,7502,2246,571,15,0,34868819,33088029,19673577,8148840,442090,0,9038,43774,34202633,49.65,5785,3208,1767,3724,0,0,0,0,0,0,0,4.59,12090,11977,113,0,0,1402.98,61,0.18,"indole, NRPS-like, terpene, T1PKS, betalactone, NRPS",720493,11811.36,10140,0.98,0.053056895,0.053056895,1.726938387,NODE_7695_length_920_cov_11.353090|F,NR_121509,99.691,1184,0,Penicillium aurantiacobrunneum CBS 126228 ITS region; from TYPE material,1190 (90.7%),1182 (90.09%),8 (0.61%),91 (6.94%),31 (2.36%),Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,403,"Nichols Creek, Dunedin",Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,multifida,Tripartite,Foliose,"Cool, semi-arid"
351,2.5,8770,674,14,0,0,0,4006302,1221327,90256,0,0,0,1954,8909,2090382,57.81,1175,742,511,1081,299605,149749,149749,50.68,49.93,9,99.95,40.66,,,,,,,0,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,unidentified,403,"Nichols Creek, Dunedin",Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,multifida,Tripartite,Foliose,"Cool, semi-arid"
352,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,403,"Nichols Creek, Dunedin",Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,multifida,Tripartite,Foliose,"Cool, semi-arid"
353,23.53,645,24,2,2,0,0,243528,88749,39438,39438,0,0,41,23710,99694,49.25,3778,1775,5,14,77172,38580,38580,81.85,81.73,86,99.97,20.06,,,,,,,0,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,unidentified,403,"Nichols Creek, Dunedin",Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,multifida,Tripartite,Foliose,"Cool, semi-arid"
354,13.91,13284,9186,1924,307,2,0,35132882,32766545,14896504,3900618,58581,0,11514,29672,34467690,50.37,4353,2462,2427,5051,3899305,1949168,1949168,98.43,98.13,15,100,0.87,11808,11647,161,0,0,1388.02,36,0.14,"terpene, T1PKS, NRPS-like, NRPS",342748,9520.78,8788,1,0.043692097,0.043692097,1.572411243,NODE_8812_length_1103_cov_103.615779|F,NR_166015,98.58,623,1.53E-178,Trichoderma caribbaeum var. caribbaeum CBS 119093 ITS region; from TYPE material,1128 (85.98%),1124 (85.67%),4 (0.3%),150 (11.43%),34 (2.59%),Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,403,"Nichols Creek, Dunedin",Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,multifida,Tripartite,Foliose,"Cool, semi-arid"
355,11.1,33531,7763,20,0,0,0,25826768,11990026,128225,0,0,0,20379,9108,20894590,51.51,1108,771,6298,11976,0,0,0,0,0,0,0,0.38,8151,8135,16,0,0,785.73,7,0.14,"T1PKS, NRPS",42991,6141.57,5928,1,0.023524102,0.023524102,0.620978926,NODE_30878_length_310_cov_18.300546|F|ITS2,NR_163689,100,305,8.43E-84,Penicillium cosmopolitanum CBS 126995 ITS region; from TYPE material,256 (19.51%),255 (19.44%),1 (0.08%),512 (39.02%),544 (41.46%),Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,403,"Nichols Creek, Dunedin",Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,multifida,Tripartite,Foliose,"Cool, semi-arid"
356,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,404,Knight's bush,Lecanoromycetes,Peltigerales,Lobariaceae,Yarrumia,colensoi,Tripartite,Foliose,"Cold, sub-humid"
357,5.37,43095,2083,1,0,0,0,18780508,2719524,6904,0,0,0,11384,6904,9000941,55.34,793,620,4098,7325,1469968,734804,734804,48.99,48.77,9,99.99,2.56,5550,5547,3,0,0,624.87,0,0,,0,0,0,0,0,0,0,NODE_30888_length_264_cov_26.464115|F,NR_147567,93.284,390,3.82E-109,Xylaria longissima IRAN 2268C ITS region; from TYPE material,162 (12.35%),162 (12.35%),0 (0.0%),278 (21.19%),872 (66.46%),Sordariomycetes,Xylariales,Xylariaceae,Xylaria,404,Knight's bush,Lecanoromycetes,Peltigerales,Lobariaceae,Yarrumia,colensoi,Tripartite,Foliose,"Cold, sub-humid"
358,6.4,54427,4186,0,0,0,0,26666641,5584733,0,0,0,0,18230,4004,15200520,52.77,846,650,6385,11537,1750293,874593,874593,59.24,58.74,8,99.99,3.03,5744,5731,13,0,0,620.75,0,0,,0,0,0,0,0,0,0,NODE_38578_length_285_cov_74.973913|F|ITS2,NR_153514,89.542,189,8.24E-49,Amphirosellinia fushanensis HAST 91111209 ITS region; from TYPE material,161 (12.27%),160 (12.2%),1 (0.08%),300 (22.87%),851 (64.86%),Sordariomycetes,Xylariales,Xylariaceae,Amphirosellinia,404,Knight's bush,Lecanoromycetes,Peltigerales,Lobariaceae,Yarrumia,colensoi,Tripartite,Foliose,"Cold, sub-humid"
359,0.06,698,0,0,0,0,0,166998,0,0,0,0,0,1,719,719,51.46,719,719,1,1,11038,5519,5519,0.27,0.27,6,100,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,unidentified,404,Knight's bush,Lecanoromycetes,Peltigerales,Lobariaceae,Yarrumia,colensoi,Tripartite,Foliose,"Cold, sub-humid"
360,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,404,Knight's bush,Lecanoromycetes,Peltigerales,Lobariaceae,Yarrumia,colensoi,Tripartite,Foliose,"Cold, sub-humid"
361,5.46,56776,3282,0,0,0,0,25912143,4236998,0,0,0,0,17589,3229,13942390,53.7,795,627,6377,11342,1500588,749128,749128,56.05,55.16,7,99.99,5.88,4439,4422,17,0,0,533.75,0,0,,0,0,0,0,0,0,0,NODE_48004_length_235_cov_1.055556|F|ITS2,NR_153510,95.484,248,1.35E-66,Anthostomelloides leucospermi ITS region; from TYPE material,79 (6.02%),79 (6.02%),0 (0.0%),211 (16.08%),1022 (77.9%),Sordariomycetes,Xylariales,Xylariales incertae sedis,Anthostomelloides,404,Knight's bush,Lecanoromycetes,Peltigerales,Lobariaceae,Yarrumia,colensoi,Tripartite,Foliose,"Cold, sub-humid"
362,17.38,28419,14867,867,37,0,0,43179457,35577599,5692872,426142,0,0,22102,15795,40784717,49.54,2420,1445,5294,10736,0,0,0,0,0,0,0,0.76,15502,15352,150,0,0,1244.24,61,0.13,"T1PKS, terpene, NRPS-like, NRPS",498998,8180.3,8125,1,0.04690344,0.04690344,1.301556582,NODE_18356_length_713_cov_26.187713|F,NR_153510,96.104,377,5.46E-105,Anthostomelloides leucospermi ITS region; from TYPE material,975 (74.31%),972 (74.09%),3 (0.23%),254 (19.36%),83 (6.33%),Sordariomycetes,Xylariales,Xylariales incertae sedis,Anthostomelloides,404,Knight's bush,Lecanoromycetes,Peltigerales,Lobariaceae,Yarrumia,colensoi,Tripartite,Foliose,"Cold, sub-humid"
363,20.44,33553,12324,307,3,0,0,36247345,24922101,1847136,31971,0,0,22720,10891,32332710,48.31,1756,1049,5704,11668,0,0,0,0,0,0,0,0.56,10042,9929,113,0,0,1126.66,1,0,NRPS,5806,5806,5806,1,0.017523622,0.017523622,1.140995838,,,,,,,699 (53.28%),692 (52.74%),7 (0.53%),411 (31.33%),202 (15.4%),unidentified,unidentified,unidentified,unidentified,404,Knight's bush,Lecanoromycetes,Peltigerales,Lobariaceae,Yarrumia,colensoi,Tripartite,Foliose,"Cold, sub-humid"
364,4.48,27811,959,2,0,0,0,11225993,1347545,10857,0,0,0,6109,5476,4784091,41.42,764,607,2170,3934,1143316,568927,568927,60.57,58.99,16,99.96,28.01,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_260_length_1499_cov_113.238920|F,NR_120224,92.962,878,0,Mucor luteus CBS 243.35 ITS region; from TYPE material,34 (2.6%),32 (0.2%),2 (0.2%),58 (4.4%),1220 (93.0%),Mucoromycetes,Mucorales,Mucoraceae,Mucor,407,Knight's Bush,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,granulata,Tripartite,Foliose,"Cold, sub-humid"
365,29.04,5493,1063,124,39,5,4,5475309,3384002,1547688,955735,472148,427465,2551,182869,4405401,58.29,2731,1062,308,986,3023943,1511253,1511253,86.4,85.98,79,99.95,37.45,,,,,,,1,1,NRPS,9099,9099,9099,1,0.046482978,0.046482978,0.039621014,,,,,,,,,,,,unidentified,unidentified,unidentified,unidentified,407,Knight's Bush,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,granulata,Tripartite,Foliose,"Cold, sub-humid"
366,17.85,47472,14968,223,0,0,0,45527381,28506982,1329204,0,0,0,29704,9833,38953520,47.89,1577,965,7753,15690,0,0,0,0,0,0,0,3.95,12151,11962,189,0,0,772.94,2,0,"T1PKS, NRPS",13057,6528.5,6528.5,1,0.022473864,0.022473864,0.880418037,NODE_7631_length_1590_cov_64.924129|F,NR_103635,89.406,750,0,Mucor saturninus CBS 974.68 ITS region; from TYPE material,385 (29.34%),381 (29.04%),4 (0.3%),481 (36.66%),446 (33.99%),Mucoromycetes,Mucorales,Mucoraceae,Mucor,407,Knight's Bush,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,granulata,Tripartite,Foliose,"Cold, sub-humid"
367,1.63,35540,240,3,1,0,0,12428763,333796,32826,19346,0,0,4730,19346,3161529,53,634,555,1894,3228,411481,205687,205687,25.21,23.84,4,99.93,73.7,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_223_length_1014_cov_20.384776|F,NR_152307,100,409,1.79E-114,Cladosporium chasmanthicola CPC 21300 ITS region; from TYPE material,,,,,,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,407,Knight's Bush,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,granulata,Tripartite,Foliose,"Cold, sub-humid"
