,bgc,min.cosine,genome,BiG-SLiCE class
4675,lichen_50.scaffold_37.region001,0.04841526,lichen_50,class-Polyketide
4676,lichen_50.scaffold_376.region001,0.036202242,lichen_50,class-Polyketide
4677,lichen_50.scaffold_39.region001,0.109109242,lichen_50,class-NRP
4678,lichen_50.scaffold_391.region001,0.150598954,lichen_50,class-NRP
4679,lichen_50.scaffold_407.region001,0.046409266,lichen_50,class-NRP
4680,lichen_50.scaffold_410.region001,0.014477443,lichen_50,class-NRP
4681,lichen_50.scaffold_414.region001,0.043421704,lichen_50,class-Polyketide
4682,lichen_50.scaffold_431.region001,0.048688502,lichen_50,class-Polyketide
4683,lichen_50.scaffold_439.region001,0.016777489,lichen_50,class-Polyketide
4684,lichen_50.scaffold_498.region001,0.12366477,lichen_50,class-NRP
4685,lichen_50.scaffold_505.region001,0.148156598,lichen_50,class-Other
4686,lichen_50.scaffold_529.region001,0.08059933,lichen_50,class-NRP
4687,lichen_50.scaffold_571.region001,0.292893219,lichen_50,class-Terpene
4688,lichen_50.scaffold_6.region001,0.012195122,lichen_50,class-Polyketide
4689,lichen_50.scaffold_657.region001,0.089553699,lichen_50,class-NRP
4690,lichen_50.scaffold_671.region001,0.088270874,lichen_50,class-NRP
4691,lichen_50.scaffold_673.region001,0.018663751,lichen_50,class-NRP
4692,lichen_50.scaffold_68.region001,0.161063316,lichen_50,class-Polyketide
4693,lichen_50.scaffold_69.region001,0.007259528,lichen_50,class-Polyketide
4694,lichen_50.scaffold_71.region001,0.112991274,lichen_50,class-NRP
4695,lichen_50.scaffold_723.region001,0.004819305,lichen_50,class-NRP
4696,lichen_50.scaffold_724.region001,0.065973297,lichen_50,class-NRP
4697,lichen_50.scaffold_782.region001,0.048129864,lichen_50,class-Polyketide
4698,lichen_50.scaffold_8.region001,0.0,lichen_50,class-Terpene
4699,lichen_50.scaffold_82.region001,0.06722962,lichen_50,class-NRP
4700,lichen_50.scaffold_972.region001,0.028985507,lichen_50,class-NRP
4701,lichen_53.scaffold_101.region001,0.0,lichen_53,class-NRP
4702,lichen_53.scaffold_1335.region001,0.019591156,lichen_53,class-NRP
4703,lichen_53.scaffold_163.region001,0.027615599,lichen_53,class-Polyketide
4704,lichen_53.scaffold_248.region001,0.072952835,lichen_53,class-Polyketide
4705,lichen_53.scaffold_297.region001,0.009745766,lichen_53,class-Polyketide
4706,lichen_53.scaffold_350.region001,0.0,lichen_53,class-Polyketide
4707,lichen_53.scaffold_490.region001,0.029460847,lichen_53,class-Polyketide
4708,lichen_53.scaffold_5.region001,0.044444514,lichen_53,class-NRP
4709,lichen_53.scaffold_529.region001,0.015533981,lichen_53,class-Polyketide
4710,lichen_53.scaffold_58.region001,0.020368733,lichen_53,class-NRP
4711,lichen_53.scaffold_73.region001,2.22e-16,lichen_53,class-Polyketide
4712,lichen_53.scaffold_84.region001,0.0,lichen_53,class-NRP
4713,lichen_53.scaffold_943.region001,0.06210689,lichen_53,class-Polyketide
4714,lichen_54.c00012_NODE_12...region001,0.00862069,lichen_54,class-Polyketide
4715,lichen_6.c00002_NODE_2_...region001,0.046099415,lichen_6,class-Polyketide
4716,lichen_6.c00037_NODE_37...region001,0.023454158,lichen_6,class-Polyketide
4717,lichen_65.scaffold_1015.region001,0.137193332,lichen_65,class-NRP
4718,lichen_65.scaffold_121.region001,0.065275131,lichen_65,class-Other
4719,lichen_65.scaffold_1415.region001,0.0,lichen_65,class-Terpene
4720,lichen_65.scaffold_1492.region001,0.037987818,lichen_65,class-Polyketide
4721,lichen_65.scaffold_157.region001,0.018569347,lichen_65,class-Polyketide
4722,lichen_65.scaffold_1597.region001,0.045593855,lichen_65,class-Other
4723,lichen_65.scaffold_1853.region001,0.0,lichen_65,class-Terpene
4724,lichen_65.scaffold_188.region001,0.051282051,lichen_65,class-NRP
4725,lichen_65.scaffold_189.region001,0.082208156,lichen_65,class-Polyketide
4726,lichen_65.scaffold_198.region001,0.093793949,lichen_65,class-Polyketide
4727,lichen_65.scaffold_20.region001,0.207063919,lichen_65,class-NRP
4728,lichen_65.scaffold_243.region001,0.05538444,lichen_65,class-Polyketide
4729,lichen_65.scaffold_251.region001,0.062598347,lichen_65,class-Polyketide
4730,lichen_65.scaffold_294.region001,0.161372131,lichen_65,class-Polyketide
4731,lichen_65.scaffold_3.region001,0.14481389,lichen_65,class-NRP
4732,lichen_65.scaffold_314.region001,0.152208752,lichen_65,class-Terpene
4733,lichen_65.scaffold_373.region001,0.015197336,lichen_65,class-NRP
4734,lichen_65.scaffold_384.region001,0.130732043,lichen_65,class-NRP
4735,lichen_65.scaffold_46.region001,0.161423874,lichen_65,class-NRP
4736,lichen_65.scaffold_487.region001,0.142931541,lichen_65,class-Polyketide
4737,lichen_65.scaffold_505.region001,0.033329379,lichen_65,class-Polyketide
4738,lichen_65.scaffold_585.region001,0.037379545,lichen_65,class-Polyketide
4739,lichen_65.scaffold_596.region001,0.030576507,lichen_65,class-Polyketide
4740,lichen_65.scaffold_642.region001,0.253245709,lichen_65,class-Terpene
4741,lichen_65.scaffold_778.region001,0.0,lichen_65,class-Terpene
4742,lichen_65.scaffold_85.region001,0.010183299,lichen_65,class-Polyketide
4743,lichen_65.scaffold_9.region001,0.068826389,lichen_65,class-Polyketide
4744,lichen_65.scaffold_962.region001,2.22e-16,lichen_65,class-Terpene
4745,lichen_66.scaffold_1.region001,0.010811128,lichen_66,class-NRP
4746,lichen_66.scaffold_1034.region001,0.013031773,lichen_66,class-NRP
4747,lichen_66.scaffold_105.region001,0.024444437,lichen_66,class-Polyketide
4748,lichen_66.scaffold_1063.region001,0.051282051,lichen_66,class-NRP
4749,lichen_66.scaffold_1091.region001,0.006385448,lichen_66,class-NRP
4750,lichen_66.scaffold_1121.region001,0.034624668,lichen_66,class-Polyketide
4751,lichen_66.scaffold_1252.region001,0.018518519,lichen_66,class-Polyketide
4752,lichen_66.scaffold_128.region001,0.013843956,lichen_66,class-Polyketide
4753,lichen_66.scaffold_129.region001,0.00990099,lichen_66,class-NRP
4754,lichen_66.scaffold_13.region001,0.0,lichen_66,class-NRP
4755,lichen_66.scaffold_1314.region001,0.038461538,lichen_66,class-NRP
4756,lichen_66.scaffold_155.region001,0.128914073,lichen_66,class-Polyketide
4757,lichen_66.scaffold_170.region001,0.065466529,lichen_66,class-Polyketide
4758,lichen_66.scaffold_18.region001,0.051626229,lichen_66,class-Polyketide
4759,lichen_66.scaffold_181.region001,0.0,lichen_66,class-Polyketide
4760,lichen_66.scaffold_183.region001,0.068752473,lichen_66,class-NRP
4761,lichen_66.scaffold_186.region001,0.067825183,lichen_66,class-Polyketide
4762,lichen_66.scaffold_191.region001,0.018537464,lichen_66,class-Polyketide
4763,lichen_66.scaffold_2.region001,0.0,lichen_66,class-NRP
4764,lichen_66.scaffold_204.region001,0.022257552,lichen_66,class-Polyketide
4765,lichen_66.scaffold_224.region001,0.05112607,lichen_66,class-Polyketide
4766,lichen_66.scaffold_226.region001,0.035854802,lichen_66,class-Polyketide
4767,lichen_66.scaffold_23.region001,0.053374208,lichen_66,class-Polyketide
4768,lichen_66.scaffold_238.region001,0.0098364,lichen_66,class-NRP
4769,lichen_66.scaffold_246.region001,0.04866354,lichen_66,class-Polyketide
4770,lichen_66.scaffold_249.region001,0.066647242,lichen_66,class-Polyketide
4771,lichen_66.scaffold_251.region001,0.031989141,lichen_66,class-Polyketide
4772,lichen_66.scaffold_255.region001,0.027027027,lichen_66,class-Polyketide
4773,lichen_66.scaffold_262.region001,0.026974952,lichen_66,class-Polyketide
4774,lichen_66.scaffold_27.region001,0.032453426,lichen_66,class-Polyketide
4775,lichen_66.scaffold_272.region001,0.021452145,lichen_66,class-Polyketide
4776,lichen_66.scaffold_292.region001,0.016913319,lichen_66,class-Polyketide
4777,lichen_66.scaffold_297.region001,0.009803922,lichen_66,class-Polyketide
4778,lichen_66.scaffold_305.region001,0.047354886,lichen_66,class-Polyketide
4779,lichen_66.scaffold_33.region001,0.014832458,lichen_66,class-NRP
4780,lichen_66.scaffold_358.region001,0.015929204,lichen_66,class-Polyketide
4781,lichen_66.scaffold_36.region001,0.051554999,lichen_66,class-Polyketide
4782,lichen_66.scaffold_360.region001,0.023876138,lichen_66,class-Polyketide
4783,lichen_66.scaffold_367.region001,0.030162128,lichen_66,class-Polyketide
4784,lichen_66.scaffold_374.region001,0.057038165,lichen_66,class-Polyketide
4785,lichen_66.scaffold_385.region001,0.060035981,lichen_66,class-Polyketide
4786,lichen_66.scaffold_393.region001,0.117432626,lichen_66,class-Polyketide
4787,lichen_66.scaffold_410.region001,0.033633051,lichen_66,class-Polyketide
4788,lichen_66.scaffold_415.region001,0.190718058,lichen_66,class-NRP
4789,lichen_66.scaffold_420.region001,0.021678559,lichen_66,class-NRP
4790,lichen_66.scaffold_438.region001,0.076597786,lichen_66,class-Polyketide
4791,lichen_66.scaffold_454.region001,0.069912767,lichen_66,class-NRP
4792,lichen_66.scaffold_505.region001,0.015963144,lichen_66,class-Polyketide
4793,lichen_66.scaffold_517.region001,0.051207053,lichen_66,class-Polyketide
4794,lichen_66.scaffold_53.region001,0.128249215,lichen_66,class-Polyketide
4795,lichen_66.scaffold_544.region001,0.091739168,lichen_66,class-Polyketide
4796,lichen_66.scaffold_58.region001,0.063139625,lichen_66,class-Polyketide
4797,lichen_66.scaffold_639.region001,0.149196725,lichen_66,class-NRP
4798,lichen_66.scaffold_645.region001,0.062927773,lichen_66,class-Polyketide
4799,lichen_66.scaffold_646.region001,0.024175824,lichen_66,class-Polyketide
4800,lichen_66.scaffold_82.region001,0.060952539,lichen_66,class-Polyketide
4801,lichen_66.scaffold_850.region001,0.198961927,lichen_66,class-Polyketide
4802,lichen_66.scaffold_868.region001,0.119565217,lichen_66,class-Other
4803,lichen_66.scaffold_91.region001,0.139272247,lichen_66,class-Polyketide
4804,lichen_66.scaffold_95.region001,0.075951828,lichen_66,class-Polyketide
4805,lichen_66.scaffold_98.region001,0.065742322,lichen_66,class-Polyketide
4806,lichen_67.scaffold_1.region001,0.063825463,lichen_67,class-NRP
4807,lichen_67.scaffold_103.region001,0.041286223,lichen_67,class-Polyketide
4808,lichen_67.scaffold_1093.region001,0.087089775,lichen_67,class-NRP
4809,lichen_67.scaffold_114.region001,0.045119827,lichen_67,class-Polyketide
4810,lichen_67.scaffold_1158.region001,0.010635756,lichen_67,class-NRP
4811,lichen_67.scaffold_116.region001,0.198050916,lichen_67,class-NRP
4812,lichen_67.scaffold_12.region001,0.067235928,lichen_67,class-Polyketide
4813,lichen_67.scaffold_1204.region001,0.0,lichen_67,class-NRP
4814,lichen_67.scaffold_1246.region001,0.005882353,lichen_67,class-NRP
4815,lichen_67.scaffold_1281.region001,0.008213552,lichen_67,class-Polyketide
4816,lichen_67.scaffold_130.region001,0.053198814,lichen_67,class-Polyketide
4817,lichen_67.scaffold_146.region001,0.02247191,lichen_67,class-Other
4818,lichen_67.scaffold_1464.region001,0.0,lichen_67,class-Other
4819,lichen_67.scaffold_161.region001,0.006097561,lichen_67,class-NRP
4820,lichen_67.scaffold_189.region001,0.02333891,lichen_67,class-Polyketide
4821,lichen_67.scaffold_19.region001,0.084329965,lichen_67,class-NRP
4822,lichen_67.scaffold_193.region001,0.022112418,lichen_67,class-Polyketide
4823,lichen_67.scaffold_194.region001,0.040055734,lichen_67,class-Polyketide
4824,lichen_67.scaffold_204.region001,0.063158232,lichen_67,class-NRP
4825,lichen_67.scaffold_208.region001,0.029369813,lichen_67,class-Polyketide
4826,lichen_67.scaffold_229.region001,0.0,lichen_67,class-NRP
4827,lichen_67.scaffold_254.region001,0.015766305,lichen_67,class-Polyketide
4828,lichen_67.scaffold_26.region001,0.020599048,lichen_67,class-NRP
4829,lichen_67.scaffold_31.region001,0.146398405,lichen_67,class-NRP
4830,lichen_67.scaffold_32.region001,0.035884758,lichen_67,class-NRP
4831,lichen_67.scaffold_353.region001,0.019963702,lichen_67,class-Polyketide
4832,lichen_67.scaffold_358.region001,0.010570825,lichen_67,class-Polyketide
4833,lichen_67.scaffold_36.region001,0.173627052,lichen_67,class-NRP
4834,lichen_67.scaffold_395.region001,0.03413485,lichen_67,class-NRP
4835,lichen_67.scaffold_406.region001,0.082246933,lichen_67,class-Polyketide
4836,lichen_67.scaffold_419.region001,0.041143812,lichen_67,class-Polyketide
4837,lichen_67.scaffold_437.region001,0.137768546,lichen_67,class-Other
4838,lichen_67.scaffold_462.region001,0.006385448,lichen_67,class-NRP
4839,lichen_67.scaffold_47.region001,0.02467344,lichen_67,class-Polyketide
4840,lichen_67.scaffold_5.region001,0.008220926,lichen_67,class-NRP
4841,lichen_67.scaffold_516.region001,0.026635995,lichen_67,class-Polyketide
4842,lichen_67.scaffold_549.region001,0.009351836,lichen_67,class-Polyketide
4843,lichen_67.scaffold_585.region001,0.044368676,lichen_67,class-Polyketide
4844,lichen_67.scaffold_602.region001,0.043746241,lichen_67,class-Polyketide
4845,lichen_67.scaffold_62.region001,0.022841404,lichen_67,class-Polyketide
4846,lichen_67.scaffold_628.region001,0.082680837,lichen_67,class-NRP
4847,lichen_67.scaffold_63.region001,0.321767002,lichen_67,class-NRP
4848,lichen_67.scaffold_68.region001,0.005390875,lichen_67,class-NRP
4849,lichen_67.scaffold_682.region001,0.109436443,lichen_67,class-NRP
4850,lichen_67.scaffold_684.region001,0.0,lichen_67,class-NRP
4851,lichen_67.scaffold_70.region001,0.07500542,lichen_67,class-Polyketide
4852,lichen_67.scaffold_745.region001,0.081289074,lichen_67,class-Polyketide
4853,lichen_67.scaffold_777.region001,0.023706897,lichen_67,class-Polyketide
4854,lichen_67.scaffold_818.region001,0.014670722,lichen_67,class-NRP
4855,lichen_67.scaffold_823.region001,0.00422833,lichen_67,class-Polyketide
4856,lichen_67.scaffold_86.region001,0.140641063,lichen_67,class-NRP
4857,lichen_67.scaffold_91.region001,0.081589274,lichen_67,class-NRP
4858,lichen_67.scaffold_920.region001,0.046158614,lichen_67,class-Polyketide
4859,lichen_68.scaffold_1049.region001,0.152327665,lichen_68,class-NRP
4860,lichen_68.scaffold_1059.region001,0.048282982,lichen_68,class-Polyketide
4861,lichen_68.scaffold_11.region001,0.005093056,lichen_68,class-NRP
4862,lichen_68.scaffold_1254.region001,0.0,lichen_68,class-Other
4863,lichen_68.scaffold_128.region001,0.168923123,lichen_68,class-NRP
4864,lichen_68.scaffold_13.region001,0.01809533,lichen_68,class-NRP
4865,lichen_68.scaffold_130.region001,0.042778078,lichen_68,class-Polyketide
4866,lichen_68.scaffold_1404.region001,0.0,lichen_68,class-NRP
4867,lichen_68.scaffold_148.region001,0.056151219,lichen_68,class-Polyketide
4868,lichen_68.scaffold_159.region001,0.029369813,lichen_68,class-Polyketide
4869,lichen_68.scaffold_169.region001,0.024270415,lichen_68,class-Polyketide
4870,lichen_68.scaffold_180.region001,0.081589274,lichen_68,class-NRP
4871,lichen_68.scaffold_203.region001,0.034896552,lichen_68,class-Polyketide
4872,lichen_68.scaffold_204.region001,0.019963702,lichen_68,class-Polyketide
4873,lichen_68.scaffold_220.region001,0.055055337,lichen_68,class-Polyketide
4874,lichen_68.scaffold_23.region001,0.030585093,lichen_68,class-Polyketide
4875,lichen_68.scaffold_233.region001,0.064591618,lichen_68,class-Polyketide
4876,lichen_68.scaffold_238.region001,0.024378636,lichen_68,class-NRP
4877,lichen_68.scaffold_24.region001,0.055909831,lichen_68,class-NRP
4878,lichen_68.scaffold_253.region001,0.052968819,lichen_68,class-Polyketide
4879,lichen_68.scaffold_323.region001,0.016611296,lichen_68,class-Polyketide
4880,lichen_68.scaffold_358.region001,0.010452962,lichen_68,class-Polyketide
4881,lichen_68.scaffold_36.region001,0.199672079,lichen_68,class-NRP
4882,lichen_68.scaffold_369.region001,0.009090909,lichen_68,class-NRP
4883,lichen_68.scaffold_379.region001,0.082680837,lichen_68,class-NRP
4884,lichen_68.scaffold_407.region001,0.01026694,lichen_68,class-Polyketide
4885,lichen_68.scaffold_439.region001,0.0,lichen_68,class-NRP
4886,lichen_68.scaffold_475.region001,0.013452915,lichen_68,class-Polyketide
4887,lichen_68.scaffold_480.region001,0.0,lichen_68,class-NRP
4888,lichen_68.scaffold_525.region001,0.016682604,lichen_68,class-Polyketide
4889,lichen_68.scaffold_6.region001,0.068376503,lichen_68,class-Polyketide
4890,lichen_68.scaffold_8.region001,0.025608804,lichen_68,class-NRP
4891,lichen_68.scaffold_83.region001,0.005274607,lichen_68,class-NRP
4892,lichen_68.scaffold_84.region001,0.165105081,lichen_68,class-NRP
4893,lichen_69.scaffold_1.region001,0.110048763,lichen_69,class-Terpene
4894,lichen_69.scaffold_100.region001,0.197185808,lichen_69,class-NRP
4895,lichen_69.scaffold_1002.region001,0.006385448,lichen_69,class-NRP
4896,lichen_69.scaffold_107.region001,0.02857254,lichen_69,class-Polyketide
4897,lichen_69.scaffold_1202.region001,0.083176114,lichen_69,class-NRP
4898,lichen_69.scaffold_1442.region001,0.032608696,lichen_69,class-Other
4899,lichen_69.scaffold_1451.region001,0.008213552,lichen_69,class-Polyketide
4900,lichen_69.scaffold_148.region001,0.078379868,lichen_69,class-NRP
4901,lichen_69.scaffold_1497.region001,0.011764706,lichen_69,class-NRP
4902,lichen_69.scaffold_1524.region001,0.039481189,lichen_69,class-Polyketide
4903,lichen_69.scaffold_196.region001,0.020340883,lichen_69,class-Polyketide
4904,lichen_69.scaffold_21.region001,0.055243893,lichen_69,class-NRP
4905,lichen_69.scaffold_230.region001,0.027576197,lichen_69,class-Polyketide
4906,lichen_69.scaffold_25.region001,0.106397293,lichen_69,class-NRP
4907,lichen_69.scaffold_258.region001,0.060104601,lichen_69,class-NRP
4908,lichen_69.scaffold_274.region001,0.046887773,lichen_69,class-Polyketide
4909,lichen_69.scaffold_3.region001,0.054328419,lichen_69,class-NRP
4910,lichen_69.scaffold_31.region001,0.04862849,lichen_69,class-Polyketide
4911,lichen_69.scaffold_318.region001,0.0,lichen_69,class-NRP
4912,lichen_69.scaffold_363.region001,0.0,lichen_69,class-Terpene
4913,lichen_69.scaffold_370.region001,0.027662261,lichen_69,class-Polyketide
4914,lichen_69.scaffold_40.region001,0.020939447,lichen_69,class-Polyketide
4915,lichen_69.scaffold_404.region001,0.081589274,lichen_69,class-NRP
